return_id,order_id,customer_id,return_date,return_reason,refund_amount,refund_status,inspection_status,return_mode,warehouse,product_condition,resolution,exchange_requested,processing_days,refund_method,customer_feedback,region,case_status,pickup_completed,ticket_status
1885,22860,5394,2024-09-28,Duplicate Order,14343.29,Rejected,Passed,Pickup,Warehouse B,Opened,Replacement,No,15,UPI,Excellent,East,Resolved,Yes,Active
1886,22944,5496,2025-09-10,Missing Parts,7775.33,Rejected,Pending,Drop,Warehouse A,Opened,Refund,No,8,Bank Transfer,Excellent,South,Resolved,Yes,Closed
1887,18460,5010,2025-06-19,Wrong Item Delivered,70194.16,Rejected,Passed,Pickup,Warehouse C,Sealed,Refund,No,2,Wallet,Average,West,Resolved,Yes,Active
1888,22324,9498,2024-11-04,Duplicate Order,45008.7,Completed,Pending,Drop,Warehouse C,Sealed,Refund,No,13,UPI,Poor,West,Resolved,Yes,Active
1889,22576,2227,2025-04-22,Late Delivery,66339.24,Pending,Pending,Drop,Warehouse C,Sealed,Replacement,No,8,Wallet,Average,East,Pending,Yes,Active
1890,19554,3370,2025-10-11,Quality Issue,11974.99,Rejected,Failed,Pickup,Warehouse B,Sealed,Replacement,Yes,5,Bank Transfer,Average,North,Pending,Yes,Closed
1891,40406,5168,2024-09-29,Late Delivery,100439.82,Rejected,Pending,Drop,Warehouse C,Opened,Replacement,No,6,Wallet,Average,West,Resolved,No,Closed
1892,3702,1898,2025-01-27,Wrong Item Delivered,90895.2,Pending,Failed,Drop,Warehouse A,Sealed,Refund,No,14,Wallet,Good,North,Pending,Yes,Closed
1893,2641,4633,2025-11-15,Wrong Item Delivered,39064.72,Rejected,Pending,Pickup,Warehouse B,Opened,Refund,No,9,Wallet,Good,West,Resolved,Yes,Active
1894,35656,5386,2026-02-23,Duplicate Order,73275.27,Pending,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,9,Bank Transfer,Excellent,South,Resolved,Yes,Active
1895,32977,3830,2025-07-05,Missing Parts,64731.15,Pending,Passed,Pickup,Warehouse B,Opened,Replacement,No,13,UPI,Average,West,Resolved,No,Active
1896,6951,6424,2025-08-04,Quality Issue,70455.46,Completed,Failed,Drop,Warehouse B,Opened,Replacement,No,13,Wallet,Average,North,Resolved,No,Closed
1897,20594,6913,2025-04-16,Not as Described,95370.79,Completed,Passed,Pickup,Warehouse A,Sealed,Refund,No,5,UPI,Good,West,Pending,No,Closed
1898,31395,7794,2025-05-03,Not as Described,1072.37,Pending,Passed,Pickup,Warehouse A,Opened,Refund,Yes,8,Wallet,Excellent,West,Pending,Yes,Closed
1899,30439,4736,2025-09-23,Quality Issue,4724.47,Completed,Passed,Pickup,Warehouse C,Opened,Replacement,No,5,Bank Transfer,,East,Resolved,Yes,Closed
1900,27635,5769,2026-07-02,Duplicate Order,8143.66,Rejected,Failed,Pickup,Warehouse A,Sealed,Refund,No,7,UPI,Poor,West,Pending,No,Active
1901,35874,5845,2025-01-09,Not as Described,26868.05,Pending,Passed,Pickup,Warehouse B,Sealed,Refund,Yes,9,UPI,Good,West,Pending,Yes,Closed
1902,42353,1822,2026-05-11,Damaged Product,76802.2,Completed,Pending,Pickup,Warehouse A,Opened,Replacement,No,6,Wallet,Excellent,West,Resolved,No,Active
1903,24219,805,2025-09-03,Not as Described,94266.6,Completed,Pending,Pickup,Warehouse B,Opened,Refund,Yes,1,UPI,Good,East,Pending,Yes,Closed
1904,26731,786,2025-04-12,Quality Issue,31914.71,Completed,Failed,Pickup,Warehouse C,Opened,Refund,Yes,13,Wallet,Good,North,Resolved,No,Active
1905,17549,1216,2025-12-18,Duplicate Order,37060.63,Completed,Passed,Drop,Warehouse A,Opened,Refund,No,1,UPI,Good,South,Resolved,No,Closed
1906,25671,4260,2026-06-21,Not as Described,71686.42,Completed,Failed,Drop,Warehouse C,Sealed,Replacement,No,13,UPI,Good,North,Pending,Yes,Active
1907,25284,3472,2026-01-19,Damaged Product,62386.31,Completed,Passed,Drop,Warehouse C,Opened,Replacement,No,7,Wallet,Poor,East,Pending,Yes,Closed
1908,9446,2048,2026-07-11,Missing Parts,40702.55,Rejected,Passed,Drop,Warehouse B,Sealed,Refund,No,15,Bank Transfer,Good,East,Pending,Yes,Closed
1909,14710,5583,2025-05-19,Changed Mind,86404.41,Pending,Failed,Drop,Warehouse A,Sealed,Refund,No,7,Bank Transfer,Poor,West,Pending,Yes,Closed
1910,47323,5849,2025-06-12,Not as Described,23302.29,Completed,Pending,Drop,Warehouse A,Sealed,Refund,Yes,9,UPI,Poor,North,Pending,No,Active
1911,30662,8303,2025-05-08,Duplicate Order,46332.3,Completed,Failed,Pickup,Warehouse C,Sealed,Refund,No,7,Wallet,Poor,North,Resolved,Yes,Closed
1912,39825,7767,2025-02-17,Not as Described,73349.31,Rejected,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,15,UPI,Average,South,Pending,Yes,Closed
1913,33432,4231,2026-05-15,Wrong Item Delivered,62181.49,Pending,Passed,Pickup,Warehouse C,Opened,Replacement,Yes,9,Bank Transfer,Excellent,North,Pending,Yes,Closed
1914,26361,1428,2025-02-23,Wrong Item Delivered,8802.17,Pending,Passed,Pickup,Warehouse B,Sealed,Refund,Yes,8,Bank Transfer,Excellent,East,Resolved,Yes,Closed
1915,31392,4046,2025-01-09,Not as Described,36280.99,Rejected,Failed,Drop,Warehouse C,Opened,Replacement,No,2,Wallet,Excellent,East,Resolved,Yes,Active
1916,13717,3994,2024-10-31,Damaged Product,4203.89,Completed,Pending,Drop,Warehouse A,Opened,Replacement,No,1,Wallet,Good,North,Pending,Yes,Active
1917,22343,1008,2026-07-21,Not as Described,116898.55,Completed,Pending,Pickup,Warehouse C,Opened,Refund,Yes,1,Wallet,Good,West,Pending,No,Closed
1918,43369,7369,2025-02-25,Duplicate Order,86090.93,Rejected,Passed,Drop,Warehouse B,Sealed,Replacement,No,14,UPI,Average,South,Pending,No,Active
1919,23384,2052,2025-12-11,Missing Parts,71424.61,Pending,Passed,Drop,WAREHOUSE C,Opened,Replacement,No,1,Wallet,Average,North,Resolved,Yes,Closed
1920,45484,2624,2026-03-17,Late Delivery,61950.04,Pending,Failed,Drop,Warehouse C,Sealed,Replacement,Yes,12,Wallet,Poor,North,Pending,No,Closed
1921,49627,2016,2026-08-23,Not as Described,29292.89,Pending,Pending,Pickup,Warehouse B,Sealed,Replacement,Yes,5,Bank Transfer,Excellent,North,Resolved,No,Closed
1922,23609,4776,2024-12-21,Damaged Product,54001.11,Rejected,Failed,Drop,Warehouse B,Sealed,Replacement,Yes,10,Wallet,Poor,South,Resolved,No,Closed
1923,8522,3075,2026-06-17,Quality Issue,11296.53,Pending,Pending,Pickup,Warehouse A,Opened,Refund,Yes,15,Wallet,Average,North,Pending,No,Closed
1924,27810,4484,2025-02-10,Duplicate Order,102214.97,Rejected,Passed,Pickup,Warehouse A,Opened,Replacement,No,2,Wallet,Good,North,Pending,Yes,Closed
1925,48841,3666,2025-01-17,Damaged Product,32665.69,Completed,Passed,Pickup,Warehouse C,Sealed,Replacement,Yes,6,Wallet,Poor,South,Resolved,No,Closed
1926,34851,5646,2025-03-18,Quality Issue,54296.49,Rejected,Pending,Drop,Warehouse C,Opened,Refund,Yes,14,Bank Transfer,Poor,East,Pending,No,Closed
1927,29445,9192,2024-11-13,Quality Issue,66692.09,Rejected,Passed,Drop,Warehouse A,Sealed,Replacement,No,13,UPI,Excellent,East,Pending,Yes,Closed
1928,14698,6379,2025-10-01,Damaged Product,31149.43,Pending,Failed,Pickup,Warehouse C,Opened,Replacement,No,14,Bank Transfer,Poor,West,Pending,No,Closed
1929,28079,7631,2024-12-03,Changed Mind,90388.74,Pending,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,15,Wallet,Good,South,Pending,Yes,Closed
1930,23763,9831,2024-12-30,Not as Described,4890.34,Pending,Pending,Pickup,Warehouse C,Opened,Replacement,No,15,UPI,Excellent,North,Resolved,No,Closed
1931,20259,5376,2025-02-04,Late Delivery,37616.2,Pending,Pending,Drop,Warehouse B,Opened,Refund,No,7,Wallet,Poor,South,Resolved,Yes,Active
1932,35678,4395,2026-01-23,Missing Parts,108110.76,Pending,Pending,Drop,Warehouse C,Opened,Replacement,Yes,2,Bank Transfer,Excellent,South,Resolved,No,Closed
1933,24154,6021,2026-06-26,Late Delivery,57822.51,Pending,Pending,Pickup,Warehouse C,Sealed,Refund,No,11,Wallet,Good,East,Pending,No,Closed
1934,7689,6329,2025-03-13,Wrong Item Delivered,58411.99,Completed,Passed,Pickup,Warehouse A,Opened,Replacement,Yes,9,Bank Transfer,Excellent,West,Pending,Yes,Closed
1935,29746,6403,2026-04-27,Duplicate Order,70575.11,Rejected,Pending,Drop,Warehouse C,Sealed,Replacement,Yes,6,Bank Transfer,Average,East,Resolved,Yes,Active
1936,41884,952,2026-01-05,Quality Issue,135060.63,Pending,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,15,Bank Transfer,Average,West,Pending,Yes,Active
1937,32096,9540,2026-03-25,Changed Mind,36257.34,Pending,Passed,Drop,Warehouse A,Opened,Refund,Yes,11,UPI,Good,West,Resolved,Yes,Active
1938,45318,5093,2026-03-22,Damaged Product,60448.59,Completed,Failed,Drop,Warehouse C,Sealed,Replacement,Yes,13,Bank Transfer,Poor,West,Resolved,No,Closed
1939,46969,2245,2025-10-06,Not as Described,79994.68,Rejected,Failed,Pickup,Warehouse C,Opened,Refund,Yes,9,Bank Transfer,Poor,South,Pending,No,Active
1940,36167,8801,2025-02-18,Quality Issue,7764.68,Rejected,Pending,Pickup,Warehouse A,Sealed,Replacement,No,8,UPI,Average,West,Resolved,Yes,Active
1941,31175,4199,2025-11-23,Not as Described,92041.03,Pending,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,6,Wallet,Average,West,Resolved,Yes,Active
1942,26628,5959,2024-11-15,Quality Issue,56531.17,Completed,Pending,Drop,Warehouse B,Opened,Replacement,Yes,13,Bank Transfer,Excellent,South,Pending,No,Closed
1943,38745,3031,2025-11-05,Late Delivery,84247.23,Rejected,Failed,Drop,Warehouse C,Opened,Replacement,Yes,2,Bank Transfer,Poor,North,Pending,No,Closed
1944,9584,4980,2024-09-29,Not as Described,92905.96,Completed,Pending,Drop,Warehouse B,Sealed,Refund,No,5,Wallet,Average,West,Pending,Yes,Active
1945,49068,4422,2026-02-06,Wrong Item Delivered,70066.55,Rejected,Passed,Drop,Warehouse C,Sealed,Replacement,No,15,Wallet,Poor,North,Resolved,No,Active
1946,26685,8350,2025-12-16,Changed Mind,81213.58,Pending,Pending,Drop,Warehouse A,Sealed,Replacement,Yes,8,Bank Transfer,Excellent,East,Resolved,Yes,Active
1947,18174,8255,2025-07-25,Damaged Product,97185.14,Completed,Passed,Pickup,Warehouse C,Opened,Refund,No,2,Bank Transfer,Good,South,Resolved,No,Closed
1948,42190,9435,2024-09-14,Duplicate Order,17589.6,Rejected,Passed,Pickup,Warehouse C,Opened,Refund,No,14,UPI,Good,West,Pending,Yes,Closed
1949,38807,9177,2024-09-23,Quality Issue,26093.06,Rejected,Pending,Drop,Warehouse B,Opened,Replacement,Yes,6,Bank Transfer,Average,West,Pending,No,Closed
1950,9529,3172,2026-05-28,Duplicate Order,98193.34,Rejected,Failed,Drop,Warehouse B,Opened,Replacement,No,15,Wallet,Good,West,Resolved,Yes,Closed
1951,46972,2616,2025-02-08,Duplicate Order,3303.84,Pending,Passed,Pickup,Warehouse C,Sealed,Refund,No,3,Wallet,Average,South,Resolved,No,Active
1952,42291,5552,2025-10-10,Missing Parts,125219.6,Rejected,Failed,Pickup,Warehouse A,Opened,Refund,No,14,Bank Transfer,Poor,East,Pending,No,Active
1953,6700,4682,2025-12-27,Damaged Product,29960.48,Rejected,Passed,Drop,Warehouse C,Sealed,Replacement,No,4,UPI,Good,East,Resolved,Yes,Closed
1954,35686,7685,2025-06-27,Quality Issue,43722,Rejected,Passed,Pickup,Warehouse C,Sealed,Replacement,Yes,12,Wallet,Good,South,Pending,Yes,Closed
1955,44866,9564,2026-03-25,Damaged Product,95607.15,Rejected,Failed,Pickup,Warehouse A,Opened,Refund,No,12,Wallet,Good,East,Pending,No,Active
1956,36853,1520,2025-07-14,Not as Described,74284.07,Rejected,Failed,Pickup,Warehouse A,Opened,Refund,No,5,Bank Transfer,,North,Resolved,Yes,Active
1957,3962,1013,2025-12-20,Late Delivery,18391.23,Pending,Pending,Drop,Warehouse B,Opened,Refund,Yes,10,Wallet,Poor,South,Pending,No,Closed
1958,8797,1719,2024-08-23,Late Delivery,2230.97,Pending,Passed,Pickup,Warehouse A,Opened,Refund,Yes,10,UPI,Good,North,Resolved,Yes,Active
1959,16353,717,2024-12-21,Changed Mind,73478.86,Rejected,Passed,Pickup,Warehouse C,Opened,Refund,No,11,Bank Transfer,Average,East,Resolved,Yes,Active
1960,22431,8660,2025-09-27,Damaged Product,34479.56,Rejected,Passed,Pickup,Warehouse C,Opened,Refund,No,7,Wallet,Good,North,Pending,Yes,Active
1961,43474,1388,2025-07-11,Missing Parts,82717.85,Pending,Passed,Drop,Warehouse C,Opened,Replacement,Yes,1,Wallet,Good,North,Resolved,No,Closed
1962,48984,2526,2025-11-23,Damaged Product,53498.47,Completed,Passed,Pickup,Warehouse A,Opened,Refund,No,13,Bank Transfer,Average,West,Resolved,No,Active
1963,8931,4272,2025-03-25,Not as Described,52717.2,Pending,Failed,Pickup,Warehouse C,Sealed,Replacement,No,13,Wallet,Good,East,Pending,Yes,Active
1964,15175,2066,2026-05-04,Late Delivery,62930.55,Completed,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,11,Wallet,Excellent,East,Pending,Yes,Active
1965,46284,3119,2025-10-21,Missing Parts,85596.85,Completed,Passed,Drop,Warehouse B,Sealed,Refund,Yes,6,Wallet,Average,West,Pending,No,Active
1966,17720,4587,2025-02-19,Late Delivery,98682.02,Completed,Pending,Drop,Warehouse A,Opened,Replacement,Yes,12,Wallet,Average,North,Resolved,No,Active
1967,28744,9830,2025-07-13,Missing Parts,5885.07,Completed,Passed,Pickup,Warehouse A,Sealed,Refund,Yes,13,Bank Transfer,Average,West,Pending,No,Active
1968,4221,7275,2024-09-20,Quality Issue,34992.2,Completed,Failed,Drop,Warehouse C,Opened,Replacement,Yes,3,Wallet,Average,South,Pending,No,Closed
1969,32627,6607,2025-02-10,Wrong Item Delivered,22514.64,Completed,Pending,Pickup,Warehouse C,Sealed,Refund,Yes,15,Bank Transfer,,South,Pending,No,Active
1970,27665,461,2025-03-02,Late Delivery,19700.8,Pending,Pending,Pickup,Warehouse A,Opened,Refund,Yes,5,Wallet,Good,West,Pending,No,Closed
1971,39388,2761,2025-04-07,Missing Parts,32800.49,Pending,Pending,Drop,Warehouse C,Sealed,Replacement,Yes,7,UPI,Poor,North,Resolved,Yes,Closed
1972,10857,2759,2025-07-29,Duplicate Order,74920.08,Pending,Passed,Drop,Warehouse B,Sealed,Refund,Yes,5,Bank Transfer,Average,North,Resolved,Yes,Closed
1973,384,1777,2025-05-11,Duplicate Order,14179.99,Pending,Passed,Pickup,Warehouse C,Sealed,Refund,No,15,UPI,Excellent,West,Pending,Yes,Active
1974,25241,3460,2024-12-16,Damaged Product,2473.84,Completed,Failed,Pickup,Warehouse A,Opened,Replacement,Yes,13,Bank Transfer,Average,East,Pending,No,Closed
1975,19557,2186,2025-12-18,Missing Parts,38893.42,Rejected,Passed,Drop,Warehouse C,Sealed,Refund,No,8,UPI,Average,North,Resolved,No,Closed
1976,31736,2337,2026-06-13,Changed Mind,5097.42,Pending,Pending,Drop,Warehouse C,Sealed,Replacement,Yes,1,UPI,Excellent,North,Resolved,No,Active
1977,25345,6328,2026-01-29,Quality Issue,67047.24,Completed,Pending,Drop,Warehouse C,Sealed,Replacement,Yes,12,UPI,Poor,South,Pending,Yes,Closed
1978,29698,4507,2025-02-27,Damaged Product,59806.62,Rejected,Failed,Drop,Warehouse A,Opened,Replacement,Yes,13,Wallet,Excellent,West,Pending,Yes,Active
1979,21877,2837,2026-07-29,Changed Mind,64698.18,Completed,Passed,Drop,Warehouse C,Sealed,Replacement,Yes,14,Wallet,Poor,West,Resolved,Yes,Closed
1980,43223,1048,2026-04-03,Duplicate Order,67770.4,Rejected,Pending,Drop,Warehouse C,Opened,Replacement,Yes,10,Bank Transfer,Average,East,Pending,No,Closed
1981,11959,1571,2025-04-24,Wrong Item Delivered,77993.79,Rejected,Pending,Drop,Warehouse C,Sealed,Replacement,Yes,8,Bank Transfer,,North,Resolved,Yes,Closed
1982,45397,3013,2026-02-10,Wrong Item Delivered,70888.08,Rejected,Failed,Pickup,Warehouse B,Sealed,Replacement,No,12,Bank Transfer,Good,South,Pending,Yes,Closed
1983,28142,4182,2025-08-09,Late Delivery,38385.99,Completed,Failed,Drop,Warehouse C,Sealed,Refund,Yes,1,UPI,Poor,North,Pending,Yes,Active
1984,11561,8662,2026-04-25,Changed Mind,34294.4,Rejected,Pending,Drop,Warehouse B,Sealed,Refund,Yes,1,Bank Transfer,Average,East,Resolved,No,Active
1985,33143,4898,2026-06-18,Late Delivery,124649.07,Pending,Pending,Drop,Warehouse A,Opened,Refund,No,3,Wallet,Poor,East,Pending,No,Active
1986,36253,2806,2024-10-18,Quality Issue,37915.31,Pending,Failed,Drop,Warehouse B,Sealed,Replacement,Yes,14,UPI,Average,South,Resolved,No,Active
1987,11720,9262,2026-06-08,Changed Mind,86820.92,Completed,Pending,Pickup,Warehouse B,Opened,Refund,No,2,UPI,Average,West,Pending,No,Closed
1988,5975,4252,2026-08-19,Wrong Item Delivered,33650.69,Rejected,Pending,Pickup,Warehouse A,Sealed,Replacement,No,3,Wallet,Average,West,Resolved,No,Active
1989,11041,9642,2024-12-28,Not as Described,80185.72,Pending,Pending,Drop,Warehouse B,Opened,Refund,No,9,Wallet,Excellent,South,Pending,Yes,Active
1990,41060,4913,2025-10-20,Quality Issue,52957.4,Completed,Pending,Pickup,Warehouse C,Opened,Refund,No,8,Wallet,,West,Pending,No,Active
1991,40035,8216,2025-04-10,Duplicate Order,60930.34,Rejected,Passed,Pickup,Warehouse C,Sealed,Replacement,Yes,7,Bank Transfer,Poor,South,Resolved,Yes,Active
1992,31860,6664,2024-09-04,Not as Described,68613.22,Completed,Pending,Pickup,Warehouse B,Opened,Refund,No,9,UPI,Poor,West,Resolved,Yes,Active
1993,7108,2510,2025-12-01,Damaged Product,29119.12,Rejected,Pending,Pickup,Warehouse B,Sealed,Refund,No,8,Wallet,Average,West,Pending,Yes,Closed
1994,14738,4242,2025-12-06,Not as Described,41383.17,Pending,Pending,Drop,Warehouse B,Sealed,Replacement,No,3,Bank Transfer,Poor,West,Pending,No,Active
1995,18818,8800,2026-02-14,Quality Issue,62942.95,Rejected,Passed,Drop,Warehouse C,Sealed,Replacement,No,10,Bank Transfer,Excellent,North,Resolved,No,Closed
1996,38679,5014,2025-04-08,Quality Issue,35335.7,Completed,Passed,Drop,Warehouse A,Sealed,Refund,Yes,4,UPI,Poor,East,Pending,Yes,Closed
1997,40213,6254,2024-09-16,Damaged Product,56396.46,Rejected,Pending,Pickup,Warehouse B,Sealed,Refund,No,4,Bank Transfer,Excellent,West,Pending,Yes,Active
1998,30550,6817,2025-09-16,Not as Described,11284.56,Pending,Passed,Pickup,Warehouse B,Opened,Replacement,Yes,1,Wallet,Average,South,Pending,No,Active
1999,32129,3963,2026-02-19,Missing Parts,11867.34,Completed,Passed,Drop,Warehouse A,Opened,Replacement,No,3,Wallet,Good,West,Resolved,Yes,Closed
2000,5806,5107,2026-06-06,Duplicate Order,15929.89,Rejected,Passed,Pickup,Warehouse A,Opened,Refund,No,14,Wallet,Excellent,North,Pending,Yes,Active
2001,49054,1236,2024-12-29,Damaged Product,109067.07,Completed,Pending,Drop,Warehouse A,Sealed,Refund,Yes,4,UPI,Excellent,South,Pending,No,Closed
2002,16116,4328,2024-09-08,Wrong Item Delivered,28803.15,Completed,Failed,Drop,Warehouse C,Opened,Replacement,No,4,Bank Transfer,Excellent,East,Resolved,No,Closed
2003,21342,4971,2025-02-01,Damaged Product,31617.8,Rejected,Pending,Drop,Warehouse B,Sealed,Replacement,No,5,Wallet,Good,North,Pending,No,Active
2004,24959,6507,2025-02-12, Quality Issue ,105845.67,Pending,Failed,Pickup,Warehouse B,Opened,Refund,No,4,Wallet,Poor,East,Resolved,No,Active
2005,24015,4548,2025-01-06,Late Delivery,69753.82,Rejected,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,11,UPI,Excellent,East,Resolved,Yes,Active
2006,49466,8591,2024-10-24,Duplicate Order,108721.09,Rejected,Pending,Drop,Warehouse B,Sealed,Refund,Yes,3,Bank Transfer,Excellent,West,Pending,No,Closed
2007,20395,6969,2024-09-28,Damaged Product,22331.44,Pending,Pending,Drop,Warehouse A,Sealed,Replacement,No,8,UPI,Average,West,Resolved,Yes,Closed
2008,46088,6249,2025-01-20,Damaged Product,8314.73,Completed,Pending,Drop,Warehouse A,Sealed,Refund,No,7,UPI,Good,North,Pending,No,Closed
2009,23809,6249,2024-12-05,Not as Described,83381.56,Pending,Passed,Drop,Warehouse A,Sealed,Replacement,No,1,UPI,Average,East,Pending,No,Closed
2010,4864,8254,2025-02-01,Duplicate Order,15202.07,Completed,Passed,Drop,Warehouse A,Sealed,Refund,Yes,1,UPI,Excellent,North,Resolved,No,Active
2011,23407,1913,2024-10-10,Late Delivery,19194.8,Rejected,Pending,Pickup,Warehouse B,Sealed,Replacement,Yes,12,Wallet,Good,South,Resolved,No,Closed
2012,2994,8196,2025-06-24,Wrong Item Delivered,76728.56,Pending,Pending,Drop,Warehouse A,Opened,Refund,Yes,10,UPI,Average,West,Pending,Yes,Closed
2013,27956,8384,2026-03-19,Quality Issue,117450.85,Pending,Failed,Drop,Warehouse B,Opened,Replacement,No,10,Bank Transfer,Average,North,Pending,No,Active
2014,44108,6169,2025-08-19,Damaged Product,20888.01,Rejected,Passed,Drop,Warehouse A,Sealed,Replacement,No,11,Wallet,Excellent,North,Pending,No,Closed
1199,3502,7,2026-04-06,Quality Issue,94269.57,Rejected,Pending,Pickup,Warehouse B,Opened,Replacement,No,2,UPI,,East,Pending,No,Active
527,22340,2600,2026-04-29,Duplicate Order,17479.92,Completed,Failed,Pickup,Warehouse B,Opened,Refund,No,11,Wallet,,North,Resolved,Yes,Closed
394,14194,9004,2025-09-19,Quality Issue,84176.35,Pending,Failed,Drop,Warehouse B,Opened,Replacement,Yes,2,UPI,,East,Pending,No,Closed
1408,14562,9247,2026-05-20,Damaged Product,94275.14,Rejected,Passed,Drop,Warehouse A,Sealed,Refund,No,11,Bank Transfer,,North,Pending,Yes,Closed
434,39237,3552,2026-06-28,Quality Issue,110412.46,Pending,Failed,Drop,Warehouse B,Opened,Refund,Yes,12,Wallet,,East,Pending,No,Closed
1720,8221,6957,2026-08-05,Damaged Product,79910.21,Pending,Pending,Pickup,Warehouse C,Opened,Replacement,Yes,13,Bank Transfer,,East,Resolved,Yes,Active
1091,38603,448,2025-11-09,Duplicate Order,40950.72,Rejected,Pending,Pickup,Warehouse C,Sealed,Replacement,No,15,UPI,,North,Resolved,No,Active
430,33169,1162,2026-01-08,Changed Mind,1184.84,Pending,Failed,Drop,Warehouse B,Opened,Refund,Yes,5,UPI,,East,Pending,Yes,Active
1799,17971,6816,2025-02-09,Changed Mind,26098.81,Pending,Passed,Drop,Warehouse A,Sealed,Replacement,No,9,Bank Transfer,,West,Pending,No,Active
